2021-08-18 17:00:00,1.96900000,5.87000000,1.96900000,4.67400000,99140974.80000000
2021-08-19 17:00:00,4.67500000,5.33000000,4.24000000,4.34500000,24753075.30000000
2021-08-20 17:00:00,4.34500000,4.37900000,3.75400000,3.85200000,9066633.80000000
2021-08-21 17:00:00,3.85200000,4.80000000,3.77800000,4.35000000,14013196.70000000
2021-08-22 17:00:00,4.36200000,4.75800000,4.25700000,4.46900000,9694516.40000000
2021-08-23 17:00:00,4.46900000,4.52800000,3.95000000,4.04200000,5003897.10000000
2021-08-24 17:00:00,4.04100000,7.80800000,4.03200000,7.37100000,57115190.10000000
2021-08-25 17:00:00,7.36700000,10.55800000,7.16700000,9.58200000,58348281.90000000
2021-08-26 17:00:00,9.57500000,10.90000000,8.78600000,9.78000000,38897781.60000000
2021-08-27 17:00:00,9.78000000,9.88300000,8.50800000,8.63800000,11404435.10000000
2021-08-28 17:00:00,8.63900000,9.39000000,8.40200000,8.95700000,8725071.50000000
2021-08-29 17:00:00,8.96500000,10.33000000,8.65000000,8.77100000,12699180.70000000
2021-08-30 17:00:00,8.76200000,9.31000000,7.33600000,7.54000000,8892807.00000000
2021-08-31 17:00:00,7.53900000,8.09300000,7.05000000,7.55000000,7522061.90000000
2021-09-01 17:00:00,7.55400000,8.61000000,7.46500000,7.51200000,9472082.70000000
2021-09-02 17:00:00,7.51000000,7.55900000,7.06100000,7.09800000,4861212.40000000
2021-09-03 17:00:00,7.09500000,7.46000000,6.67300000,6.91100000,7892158.40000000
2021-09-04 17:00:00,6.90600000,7.29700000,6.72000000,6.80700000,4674439.30000000
2021-09-05 17:00:00,6.80400000,7.14500000,6.36400000,6.41000000,4988842.20000000
2021-09-06 17:00:00,6.41500000,6.67000000,4.20000000,4.98100000,10274764.50000000
2021-09-07 17:00:00,4.98800000,5.56800000,4.46100000,5.49400000,7076609.10000000
2021-09-08 17:00:00,5.47900000,6.63200000,5.03600000,5.93100000,10499014.90000000
2021-09-09 17:00:00,5.93000000,6.62000000,5.25300000,5.38900000,6461332.30000000
2021-09-10 17:00:00,5.37900000,5.60000000,5.23300000,5.30000000,2699813.00000000
2021-09-11 17:00:00,5.30000000,5.49700000,4.95300000,5.29400000,2697732.70000000
2021-09-12 17:00:00,5.29400000,5.31800000,4.50000000,4.82700000,3412574.50000000
2021-09-13 17:00:00,4.82700000,5.15300000,4.73200000,5.05100000,3170490.80000000
2021-09-14 17:00:00,5.05600000,5.80000000,5.01800000,5.35400000,5574115.40000000
2021-09-15 17:00:00,5.35400000,7.45300000,5.13800000,6.40000000,19020768.70000000
2021-09-16 17:00:00,6.40000000,7.33000000,5.69000000,5.74000000,12319008.70000000
2021-09-17 17:00:00,5.74000000,6.87000000,5.70100000,6.11000000,9106836.50000000
2021-09-18 17:00:00,6.12100000,6.34500000,5.38600000,5.41300000,5389341.50000000
2021-09-19 17:00:00,5.41000000,5.57300000,4.51000000,4.64000000,5754611.90000000
2021-09-20 17:00:00,4.64000000,5.12000000,4.31200000,4.38500000,4987509.00000000
2021-09-21 17:00:00,4.39300000,5.20000000,4.35400000,5.10800000,3689054.50000000
2021-09-22 17:00:00,5.11500000,5.50000000,4.74500000,5.02400000,4298194.00000000
2021-09-23 17:00:00,5.03200000,5.07900000,4.07000000,4.36300000,4938698.70000000
2021-09-24 17:00:00,4.36300000,4.44700000,4.06700000,4.12700000,2296166.70000000
2021-09-25 17:00:00,4.12700000,4.15600000,3.47100000,3.92000000,5623237.80000000
2021-09-26 17:00:00,3.91900000,4.57300000,3.83600000,3.92700000,5322034.20000000
2021-09-27 17:00:00,3.92600000,4.16900000,3.85000000,3.94700000,3143226.30000000
2021-09-28 17:00:00,3.94700000,4.82700000,3.90700000,4.67600000,8923832.50000000
2021-09-29 17:00:00,4.67600000,4.89000000,4.34600000,4.43300000,4331744.90000000
2021-09-30 17:00:00,4.42600000,5.37000000,4.31900000,5.17100000,8464927.00000000
2021-10-01 17:00:00,5.17700000,5.67100000,5.07700000,5.29200000,7661958.10000000
2021-10-02 17:00:00,5.29400000,5.35000000,5.00100000,5.24600000,6068641.40000000
2021-10-03 17:00:00,5.24500000,5.69600000,4.83600000,5.29800000,10277910.80000000
2021-10-04 17:00:00,5.29800000,5.62000000,5.07000000,5.19600000,4589909.90000000
2021-10-05 17:00:00,5.19800000,5.20700000,4.61500000,4.86800000,4383030.10000000
2021-10-06 17:00:00,4.86300000,4.87100000,4.55000000,4.60900000,3738126.00000000
2021-10-07 17:00:00,4.61000000,4.69900000,4.40000000,4.46600000,2617079.80000000
2021-10-08 17:00:00,4.45700000,4.62800000,4.25400000,4.32700000,2546721.50000000
2021-10-09 17:00:00,4.32700000,4.40900000,4.06100000,4.07800000,2684490.00000000
2021-10-10 17:00:00,4.07800000,4.73700000,4.03000000,4.44100000,6673883.30000000
2021-10-11 17:00:00,4.44100000,5.23500000,4.02200000,4.84400000,14137028.40000000
2021-10-12 17:00:00,4.84100000,5.14500000,4.35000000,4.49800000,10129049.30000000
2021-10-13 17:00:00,4.49700000,4.96500000,4.44100000,4.53200000,6113947.80000000
2021-10-14 17:00:00,4.53200000,4.88000000,4.18000000,4.46500000,7280045.00000000
2021-10-15 17:00:00,4.46500000,4.59600000,4.29700000,4.35900000,2398176.90000000
2021-10-16 17:00:00,4.35800000,4.41000000,4.08800000,4.18900000,2954560.70000000
2021-10-17 17:00:00,4.18900000,4.23300000,4.05000000,4.17200000,2320839.90000000
2021-10-18 17:00:00,4.17200000,4.49900000,4.06000000,4.28100000,3445474.20000000
2021-10-19 17:00:00,4.27700000,4.68900000,4.22100000,4.36300000,5922807.00000000
2021-10-20 17:00:00,4.36100000,4.52300000,4.14400000,4.24600000,4287510.00000000
2021-10-21 17:00:00,4.24600000,4.52000000,4.23300000,4.29800000,3977280.70000000
2021-10-22 17:00:00,4.30000000,4.31400000,4.08600000,4.16800000,2725942.20000000
2021-10-23 17:00:00,4.17200000,4.19700000,4.02900000,4.09400000,2624427.90000000
2021-10-24 17:00:00,4.09500000,4.40000000,4.07600000,4.15900000,4987472.30000000
2021-10-25 17:00:00,4.16000000,4.27200000,4.07700000,4.10100000,5028379.10000000
2021-10-26 17:00:00,4.10200000,4.17300000,3.56000000,3.65200000,4882343.00000000
2021-10-27 17:00:00,3.64700000,3.74600000,3.41100000,3.62300000,4441424.70000000
2021-10-28 17:00:00,3.62500000,4.21000000,3.58000000,4.13500000,6428424.50000000
2021-10-29 17:00:00,4.13800000,4.97200000,3.91600000,4.60800000,19557381.30000000
2021-10-30 17:00:00,4.61500000,5.05600000,4.09800000,4.28900000,9780477.90000000
2021-10-31 17:00:00,4.28400000,4.35900000,4.09900000,4.25600000,3972341.90000000
2021-11-01 17:00:00,4.25600000,4.70000000,4.17700000,4.26200000,6651293.30000000
2021-11-02 17:00:00,4.26300000,4.29800000,4.07000000,4.27800000,4028534.70000000
2021-11-03 17:00:00,4.27500000,4.30900000,4.05900000,4.13600000,4051197.40000000
2021-11-04 17:00:00,4.13100000,4.42700000,4.09200000,4.25600000,4708951.90000000
2021-11-05 17:00:00,4.25500000,4.25500000,3.96900000,4.19400000,3060150.20000000
2021-11-06 17:00:00,4.19900000,4.30000000,4.15000000,4.19000000,2536975.50000000
2021-11-07 16:00:00,4.18600000,4.22700000,4.10000000,4.18800000,2452483.60000000
2021-11-08 16:00:00,4.18700000,4.21000000,4.07100000,4.08100000,2589894.90000000
2021-11-09 16:00:00,4.08200000,4.34000000,3.80000000,3.97500000,5467795.40000000
2021-11-10 16:00:00,3.97900000,4.38400000,3.93300000,4.28500000,4885988.80000000
2021-11-11 16:00:00,4.28100000,4.66000000,4.08200000,4.25800000,6189861.00000000
2021-11-12 16:00:00,4.25800000,4.72000000,4.11900000,4.52400000,4847970.10000000
2021-11-13 16:00:00,4.52000000,5.83900000,4.45100000,4.94200000,25478144.80000000
2021-11-14 16:00:00,4.93800000,5.30400000,4.50000000,4.53000000,5883522.30000000
2021-11-15 16:00:00,4.53000000,4.58200000,4.10500000,4.22800000,5242844.80000000
2021-11-16 16:00:00,4.22800000,5.27200000,4.04200000,5.00100000,11487473.10000000
2021-11-17 16:00:00,5.00700000,7.99000000,4.59600000,7.15900000,79575357.10000000
2021-11-18 16:00:00,7.15900000,8.53700000,6.40200000,6.82000000,38761676.10000000
2021-11-19 16:00:00,6.82000000,8.75000000,6.65000000,8.22100000,26762848.20000000
2021-11-20 16:00:00,8.21500000,8.28500000,6.63400000,6.65600000,13285690.50000000
2021-11-21 16:00:00,6.66900000,6.80000000,5.74000000,5.90400000,10803114.40000000
2021-11-22 16:00:00,5.90500000,6.97000000,5.86000000,6.36000000,9696103.00000000
2021-11-23 16:00:00,6.36000000,7.63900000,6.27200000,7.39500000,13239940.90000000
2021-11-24 16:00:00,7.38700000,8.20000000,6.95000000,7.26700000,17304657.70000000
2021-11-25 16:00:00,7.26700000,7.70000000,5.78900000,6.39000000,10132804.30000000
2021-11-26 16:00:00,6.39900000,6.95900000,5.94900000,6.07300000,6552657.60000000
2021-11-27 16:00:00,6.07100000,6.39700000,5.60900000,6.38000000,5263985.70000000
2021-11-28 16:00:00,6.38100000,8.13000000,6.11400000,7.45000000,25413803.40000000
2021-11-29 16:00:00,7.44900000,14.63200000,7.06000000,12.64600000,81378867.20000000
2021-11-30 16:00:00,12.65200000,15.73400000,10.27700000,10.81200000,84863601.70000000
2021-12-01 16:00:00,10.81700000,11.61100000,9.21200000,9.62200000,29510927.60000000
2021-12-02 16:00:00,9.62200000,10.24000000,8.34800000,8.84900000,15943761.50000000
2021-12-03 16:00:00,8.85800000,8.91000000,6.50000000,8.21100000,15585346.30000000
